,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
1962,"Insurance, Life,Health and Disability Insurance",,01/10/2012,01/10/2017,1782,16,2071.0
1963,"Computer & Programming, Computer Retailer","Mentoring Coordinator, Membership Committee, Member",01/03/2014,01/09/2021,1432,16,31.0
1964,"Interior, Interior Decorator",,01/11/2012,01/11/2013,1550,16,2124.0
1965,"Associations, Non-Profit Organization",,01/11/2012,01/11/2013,2499,16,2091.0
1966,"Business, Business Broker",,01/11/2012,01/11/2013,2662,16,
1967,"Marketing, Promotional Products",,01/01/2013,01/01/2016,986,16,2662.0
1968,"Coach, Life Coach",,01/02/2013,01/02/2015,1287,16,2091.0
1969,"Security, Security Services",,01/02/2013,01/02/2014,40,16,2693.0
1970,"Insurance, Commercial Insurance Agent",,01/02/2013,01/02/2014,2036,16,2693.0
1971,"Landscaping, Landscaping: Design & Construction",,01/04/2013,01/04/2017,1514,16,2870.0
1972,"Consulting, Consultant, Strategic Communications",,01/04/2013,01/04/2016,2279,16,2091.0
1973,"Medical, Chiropractor",,01/04/2013,01/04/2019,1017,16,2681.0
1974,"Real Estate, Commercial Real Estate Representative",,01/05/2013,01/01/2017,491,16,896.0
1975,"Signs, Sign Company",,01/05/2013,01/03/2015,1825,16,896.0
1976,"Unknown, BNIW_Null",,01/06/2013,01/06/2014,372,16,2124.0
1977,"Health & Wellness, Fitness Trainer",,01/06/2013,01/06/2014,1350,16,2860.0
1978,"Cleaning, Commercial Cleaning",,01/07/2013,01/07/2015,1390,16,383.0
1979,"Real Estate, Property Management",,01/07/2013,01/07/2014,837,16,2091.0
1980,"Interior, Interior Design Residential",,01/08/2013,01/08/2014,54,16,1287.0
1981,"Signs, Sign Company",,01/08/2013,01/05/2016,1750,16,896.0
1982,"Alternative Medicine, Nutritionist",,01/09/2013,01/09/2017,82,16,2681.0
1983,"Automotive, Automotive Sales",,30/09/2013,01/10/2015,55,16,2693.0
1984,"Security, Security Services",,01/10/2013,01/05/2017,40,16,
1985,"Insurance, Group Benefits Consultant",,01/11/2013,01/11/2014,668,16,55.0
1986,"Real Estate, Property Management",,01/11/2013,01/11/2015,1138,16,2693.0
1987,"Cleaning, Dry Cleaning",,01/11/2013,01/11/2014,2780,16,850.0
1988,"Appearance, Hair Stylist",,01/12/2013,01/12/2014,1220,16,2091.0
1989,"Trades, Waterproofing, Weatherproofing",,01/01/2014,01/01/2015,1330,16,1138.0
1990,"Health & Wellness, Massage Therapist",,01/02/2014,01/02/2015,1934,16,2299.0
1991,"Marketing, Digital Marketing",,01/02/2014,01/02/2015,474,16,1218.0
1992,"Mortgage, Mortgage Broker",,01/03/2014,01/03/2017,516,16,1790.0
1993,"Legal, Lawyer Real Estate",,01/03/2014,01/03/2015,155,16,2693.0
1994,"Trades, Plumber",,01/03/2014,01/03/2016,1572,16,986.0
1995,"Media, Video Productions",,01/04/2014,01/04/2015,2468,16,2103.0
1996,"Signs, Sign Company",,21/05/2014,01/05/2014,2946,16,896.0
1997,"Signs, Sign Company",,21/05/2014,01/05/2014,2538,16,896.0
1998,"Photography, Photographer",,01/06/2014,01/06/2015,1046,16,2681.0
1999,"Trades, Insulation Contractor",,01/06/2014,01/06/2015,924,16,1782.0
2000,"Trades, Heating/Air Conditioning/Fireplaces",,01/06/2014,01/06/2015,2360,16,1138.0
2001,"Media, Social Media Management",,01/07/2014,01/07/2016,640,16,40.0
2002,"Environmental, Environmental Waste Disposal Services",,01/10/2014,01/04/2016,2364,16,1750.0
2003,"Retail, Lighting",,01/11/2014,01/11/2015,1445,16,1750.0
2004,"Financial, Banker: Business Development /Loans",,01/11/2014,01/11/2016,2599,16,
2005,"Insurance, Employee Benefits-Group",,01/12/2014,01/06/2018,105,16,55.0
2006,"Trades, General Contractor Residential",,01/12/2014,01/12/2015,316,16,
2007,"Trades, Roofing",,01/01/2015,01/01/2016,2050,16,1138.0
2008,"Legal, Lawyer Family Law",,01/02/2015,01/02/2017,874,16,40.0
2009,"Trades, Painter",,01/02/2015,01/02/2019,792,16,1572.0
2010,"Trades, Metal Fabricator",,01/04/2015,01/04/2016,251,16,1514.0
2011,"Alternative Medicine, Acupuncture",,01/04/2015,01/04/2016,1933,16,1017.0
2012,"Information Technology, Web Design",,01/05/2015,01/05/2016,595,16,
2013,"Window, Window Blinds",,01/05/2015,01/08/2017,527,16,1514.0
2014,"Trades, Electrician",,01/05/2015,01/05/2016,199,16,1514.0
2015,"Travel, Travel Agent/Consultant",,01/05/2015,01/05/2017,2873,16,1572.0
2016,"Financial, Investissements: Diamants",,01/06/2015,01/06/2016,2649,16,260.0
2017,"Graphic Design, Graphic Designer",,01/06/2015,01/06/2017,2237,16,640.0
2018,"Marketing, Market Branding",,01/05/2015,01/05/2017,534,16,2091.0
2019,"Cleaning, Residential Cleaning",,01/07/2015,01/07/2018,1716,16,2693.0
2020,"Trades, General Contractor: Commercial",,01/07/2015,01/07/2016,1923,16,850.0
2021,"Jewelry, Jeweler",,01/07/2015,01/01/2018,1836,16,874.0
2022,"Health & Wellness, Massage Therapist",,01/08/2015,01/08/2016,2416,16,491.0
2023,"Trades, Cabinet & Furniture Maker",,01/08/2015,01/08/2017,1347,16,792.0
2024,"Health & Wellness, Fitness Trainer",,01/08/2015,01/04/2019,2061,16,592.0
2025,"Unknown, BNIW_Null",,01/12/2015,01/12/2016,2703,16,
2026,"Consulting, Energy Consultant",,01/12/2015,01/07/2017,2703,16,
2027,"Financial, Credit Card, Merchant Services",,01/12/2015,01/03/2019,2883,16,2693.0
2028,"Consulting, Human Resource Consultant",,01/02/2016,01/02/2017,1478,16,2091.0
2029,"Information Technology, Web Development",,01/03/2016,01/03/2017,79,16,2693.0
2030,"Photography, Photographer",,01/03/2016,01/03/2017,381,16,
2031,"Trades, Plumber",,01/05/2016,01/05/2017,1168,16,2599.0
2032,"Barter Exchange, Barter Exchange",,01/06/2016,01/06/2018,2053,16,
2033,"Trades, General Contractor Residential",,01/06/2016,01/06/2018,533,16,1347.0
2034,"Cleaning, Cleaning Services",,01/08/2016,01/08/2017,2483,16,1790.0
2035,"Advertising, Advertising Specialties-Promotional Products",,01/09/2016,01/09/2017,1784,16,992.0
2036,"Automotive, Automotive Mechanical Service",,01/10/2016,01/10/2018,383,16,
2037,"Real Estate, Home Inspector",,01/01/2017,01/01/2018,2399,16,1790.0
2038,"Financial, Investment Advisor",,01/02/2017,01/02/2019,1846,16,2883.0
2039,"Information Technology, Social Networking",,01/02/2017,01/02/2018,327,16,82.0
2040,"Financial, Equipment leasing",,01/02/2017,01/02/2018,311,16,2091.0
2041,"Accounting, Chartered Professional Accountant (CPA)",,01/03/2017,01/09/2019,875,16,2711.0
2042,"Security, Security Systems",,01/03/2017,01/03/2018,2216,16,
2043,"Security, Security Services",,01/03/2017,01/03/2018,2216,16,
2044,"Mortgage, Residential Mortgage",,01/04/2017,01/10/2018,516,16,
2045,"Trades, Renovations-Remodeling",,01/04/2017,01/04/2018,126,16,
2046,"Insurance, Life,Health and Disability Insurance",,01/06/2017,01/09/2018,2657,16,1846.0
2047,"Trades, Heating & A/C",,01/06/2017,01/06/2018,1304,16,1790.0
2048,"Coach, Business Coach",,01/09/2017,01/09/2018,639,16,
2049,"Office, Architecture",,01/09/2017,01/09/2018,2427,16,1790.0
2050,"Accounting, Bookkeeper",,01/09/2017,01/09/2018,2331,16,850.0
2051,"Accounting, Bookkeeper",,01/09/2017,01/09/2020,2331,16,850.0
2052,"Flowers, Florist",,01/11/2017,01/11/2018,1995,16,1846.0
2053,"Trades, Electrician",,01/11/2017,01/11/2020,1562,16,311.0
2054,"Legal, Lawyer: Wills & Estates",,01/12/2017,01/12/2018,933,16,2657.0
2055,"Travel, Travel Agent",,01/02/2018,01/02/2019,2072,16,1790.0
2056,"Legal, Corporate Law",,01/02/2018,01/02/2021,140,16,743.0
2057,"Cleaning, Residential Cleaning",,01/03/2018,01/03/2019,2695,16,277.0
2058,"Cleaning, Commercial Cleaning",,01/03/2018,01/12/2019,693,16,2331.0
2059,"Real Estate, Real Estate Sales Representative Residential",,01/06/2018,01/06/2019,1925,16,1528.0
2060,"Trades, Plumber",,01/06/2018,01/06/2019,2707,16,2061.0
2061,"Mortgage, Residential Mortgage",,01/08/2018,01/08/2020,2787,16,1992.0
2062,"Insurance, Life,Health and Disability Insurance",,01/09/2018,01/09/2019,1059,16,1311.0
2063,"Insurance, Life,Health and Disability Insurance",,01/09/2018,01/07/2021,1327,16,1432.0
2064,"Moving & Storage, Mover",,01/09/2018,01/09/2019,2130,16,2695.0
2065,"Information Technology, Web Design",,01/10/2018,01/10/2020,1127,16,2787.0
2066,"Trades, General Contractor Residential",,01/10/2018,01/10/2020,603,16,2331.0
2067,"Finance & Insurance, Supplemental Insurance","Vice President, Member",01/10/2018,01/04/2021,956,16,2695.0
2068,"Insurance, Employee Benefits-Group",,01/11/2018,01/05/2020,1227,16,1327.0
2069,"Financial, Financial Advisor",,01/11/2018,01/11/2019,1044,16,
2070,"Signs, Sign Company",,01/02/2019,01/02/2021,684,16,1227.0
2071,"Trades, Masonry & Stonework",,01/02/2019,01/02/2020,244,16,603.0
2072,"Construction, Painter","Visitor Host, Membership Committee, Member",01/02/2019,01/02/2022,614,16,956.0
2073,"Telecommunications, Telecommunications Services",,01/04/2019,01/04/2020,85,16,1562.0
2074,"Legal & Accounting, Family Law","President, Member",01/05/2019,01/11/2020,476,16,423.0
2075,"Trades, Electrical Contractor",,01/05/2019,01/05/2020,1971,16,603.0
2076,"Accounting, Accountant",,01/05/2019,01/05/2021,889,16,
2077,"Coach, Business Coach",,01/06/2019,01/06/2020,301,16,956.0
2078,"Real Estate, Real Estate Sales Representative Residential",,01/06/2019,01/06/2020,723,16,2787.0
2079,"Coach, Business Coach",,01/06/2019,01/06/2020,793,16,1191.0
2080,"Real Estate, Real Estate Sales Representative Commercial",,01/06/2019,01/06/2020,1762,16,130.0
2081,"Real Estate, Real Estate Sales Representative Residential",,01/06/2019,01/06/2020,114,16,2787.0
2082,"Real Estate, Real Estate Sales Representative Residential",,01/07/2019,01/07/2020,2801,16,603.0
2083,"Real Estate, Real Estate Sales Representative Residential",,01/07/2019,01/07/2020,1563,16,684.0
2084,"Real Estate, Real Estate Sales Representative Residential",,01/07/2019,01/07/2020,617,16,1095.0
2085,"Real Estate, Real Estate Sales Representative Residential",,01/07/2019,01/07/2020,1475,16,1432.0
2086,"Health & Wellness, Addiction Counselling",,01/07/2019,01/07/2020,1955,16,1432.0
2087,"Retail, Lighting",,01/07/2019,01/07/2020,1781,16,1971.0
2088,"Health & Wellness, Massage Therapist",,01/08/2019,01/08/2020,2793,16,793.0
2089,"Real Estate, Home Inspector",,01/08/2019,01/08/2020,1337,16,2130.0
2090,"Real Estate, Real Estate Sales Representative Residential",,01/09/2019,01/09/2020,617,16,1095.0
2091,"Financial, Investment Advisor",,01/10/2019,01/10/2020,1059,16,2787.0
2092,"Real Estate, Real Estate Sales Representative Residential",,01/11/2019,01/11/2020,2557,16,2331.0
2093,"Advertising & Marketing, Web Design","Member, Chapter Webmaster",01/12/2019,01/12/2021,576,16,
2094,"Real Estate, Real Estate Sales Representative Residential",,01/12/2019,01/12/2020,149,16,929.0
2095,"Real Estate, Real Estate Sales Representative Residential",,01/12/2019,01/12/2020,1457,16,2331.0
2096,"Real Estate, Real Estate Sales Representative Residential",,01/12/2019,01/12/2020,1235,16,929.0
2097,"Insurance, Property & Casualty Insurance","Visitor Host, Member",01/02/2020,01/02/2021,1254,16,1235.0
2098,"Real estate services, Cleaning Service","Membership Committee, Member",01/02/2020,01/02/2022,145,16,1235.0
2099,"Advertising & Marketing, Printer","Secretary / Treasurer, Member",01/03/2020,01/11/2021,27,16,
2100,"Legal & Accounting, Bookkeeping","Visitor Host, Member",01/07/2020,01/07/2021,1109,16,2793.0
2101,"Finance & Insurance, Residential Mortgages","Visitor Host, Member",01/08/2020,01/08/2021,2209,16,1052.0
2102,"Finance & Insurance, Property & Casualty Insurance","Visitor Host, Member",01/09/2020,01/09/2021,1254,16,
2103,"Signs, Signage",,01/09/2020,01/09/2021,285,16,27.0
2104,"Real estate services, Residential Real Estate Agent","Visitor Host, Membership Committee, Member",01/09/2020,01/09/2021,77,16,1244.0
2105,"Legal & Accounting, Chartered Professional Accountant (CPA)",Member,01/11/2020,01/11/2021,1842,16,
2106,"Finance & Insurance, Financial Advisor/Financial Planner",Member,01/11/2020,01/11/2021,1365,16,
2107,"Finance & Insurance, Life,Health and Disability Insurance",Member,01/11/2020,01/11/2021,1369,16,
2108,"Health & Wellness, In-Home Care",Member,01/12/2020,01/12/2021,1028,16,
2109,"Construction, Builder/General Contractor",Member,01/12/2020,01/12/2021,1627,16,1254.0
2110,"Advertising & Marketing, Photographer",Member,01/03/2021,01/03/2022,2195,16,1369.0
2111,"Real Estate, Real Estate Sales Representative Residential",,01/06/2012,01/05/2014,87,6,
2112,"Insurance, Life,Health and Disability Insurance",,01/06/2012,01/12/2014,1962,6,1315.0
2113,"Legal, Lawyer Family Law",,01/06/2012,01/06/2013,1016,6,
2114,"Real Estate, Home Inspector",,01/06/2012,01/06/2013,1566,6,
2115,"Mortgage, Mortgage Agent",,01/06/2012,01/10/2013,1695,6,
2116,"Telecommunications, Wireless Service",,01/06/2012,01/06/2013,347,6,
2117,"Real Estate, Commercial Real Estate Brokerage",,01/06/2012,01/06/2013,1774,6,1008.0
2118,"Unknown, BNIW_Null",,01/06/2012,01/02/2015,2259,6,
2119,"Gifts, Gift Baskets",,01/06/2012,01/06/2013,76,6,
2120,"Financial, Investment Advisor",,01/06/2012,01/03/2014,2141,6,
2121,"Coach, Money Coach",,01/06/2012,01/06/2013,2824,6,
2122,"Health & Wellness, Stress Management",,01/06/2012,01/02/2015,1698,6,
2123,"Insurance, Commercial Insurance Broker",,01/06/2012,01/06/2013,303,6,
2124,"Coach, Business Coach",,01/06/2012,01/08/2012,2585,6,
2125,"Insurance, Group Benefits Consultant",,01/08/2012,01/08/2013,1517,6,
2126,"Media, Social Media",,01/08/2012,01/07/2014,2818,6,1698.0
2127,"Telecommunications, Telecommunications Services",,01/09/2012,01/09/2013,1891,6,87.0
2128,"Legal, Lawyer Business",,01/09/2012,01/09/2013,1803,6,1698.0
2129,"Medical, Chiropractor",,01/10/2012,01/09/2014,457,6,1384.0
2130,"Telecommunications, Wireless Service",,01/10/2012,01/10/2013,1035,6,
2131,"Alternative Medicine, Nutritionist",,01/12/2012,01/12/2013,1677,6,2818.0
2132,"Computer, Computer Sales & Service",,01/02/2013,01/02/2014,1341,6,2259.0
2133,"Accounting, Bookkeeper",,01/06/2013,01/02/2015,1849,6,2818.0
2134,"Photography, Photographer",,01/07/2013,01/09/2014,94,6,2818.0
2135,"Mortgage, Mortgage Agent",,26/07/2013,01/12/2015,2743,6,
2136,"Real Estate, Real Estate Sales Representative Residential",,01/08/2013,01/04/2015,2560,6,2818.0
2137,"Financial, Investment Advisor",,20/09/2013,01/12/2015,862,6,457.0
2138,"Coach, Business Coach",,24/09/2013,01/10/2013,2946,6,
2139,"Computer, Computer Configuration & Support Services",,01/10/2013,01/04/2015,2145,6,2818.0
2140,"Accounting, Accountant",,01/10/2013,01/12/2015,1684,6,1698.0
2141,"Coach, Business Coach",,28/11/2013,01/02/2015,1126,6,1849.0
2142,"Printing, Printer",,01/12/2013,01/04/2015,133,6,
2143,"Insurance, Property & Casualty Insurance",,01/03/2014,01/04/2015,724,6,
2144,"Photography, Photographer",,01/03/2014,01/04/2015,146,6,2818.0
2145,"Appearance, Cosmetics, Skin Care",,01/05/2014,01/05/2015,1494,6,1684.0
2146,"Real Estate, Real Estate Sales Representative Residential",,01/06/2014,01/06/2015,335,6,
2147,"Unknown, BNIW_Null",,01/07/2014,01/07/2015,1944,6,2743.0
2148,"Gifts, Gift Baskets",,01/10/2014,01/12/2014,1075,6,2743.0
2149,"Information Technology, Mobile App Developer",,13/02/2013,01/02/2014,1069,10,320.0
2150,"Health & Wellness, Massage Therapist",,01/03/2013,01/03/2014,742,10,
2151,"Legal & Accounting, Accounting Services","Events Co-ordinator, Member",13/02/2013,01/10/2021,1731,10,
2152,"Mortgage, Mortgage Agent",,01/02/2013,01/03/2014,78,10,
2153,"Consulting, Marketing Consultant",,13/02/2013,01/10/2015,2428,10,
2154,"Cleaning, Residential Cleaning",,01/03/2013,01/03/2016,1474,10,
2155,"Insurance, Life,Health and Disability Insurance",,13/02/2013,01/03/2016,151,10,
2156,"Trades, Painter",,01/03/2013,01/03/2014,987,10,
2157,"Medical, Chiropractor",,01/03/2013,01/10/2015,881,10,
2158,"Real Estate, Real Estate Sales Representative Residential",,01/03/2013,01/10/2016,1640,10,
2159,"Insurance, Employee Benefits-Group",,01/03/2013,01/03/2018,2143,10,1537.0
2160,"Flowers, Florist",,01/03/2013,01/03/2016,1947,10,
2161,"Graphic Design, Graphic Designer",,01/10/2012,01/03/2015,455,10,
2162,"Personal Services, Concierge",,01/03/2013,01/03/2014,2561,10,
2163,"Legal & Accounting, Personal Injury Law",Member,01/03/2013,01/09/2021,1873,10,
2164,"Training & Coaching, Business Training/Coach","Area Director Consultant, Region Wide Access, Director Consultant, Member",01/03/2013,01/03/2022,1326,10,
2165,"Insurance, Life,Health and Disability Insurance",,01/03/2013,01/09/2017,121,10,
2166,"Insurance, General-Motor Insurance",,01/03/2013,01/03/2016,1049,10,
2167,"Mortgage, Residential Mortgage",,01/03/2013,01/03/2016,2823,10,
2168,"Insurance, Commercial Insurance Broker",,01/03/2013,01/03/2014,1322,10,2143.0
2169,"Marketing, Digital Marketing",,01/03/2013,01/03/2018,1325,10,
2170,"Information Technology, I.T. Specialist",,01/03/2013,01/03/2015,1164,10,
2171,"Accounting, Accountant",,01/04/2013,01/04/2014,2825,10,1731.0
2172,"Financial, Investment Advisor",,01/04/2013,01/09/2017,3,10,1731.0
2173,"Trades, General Contractor: Commercial",,01/04/2013,01/10/2018,1476,10,1474.0
2174,"Financial, Invest. Specialist Stocks Bonds Mutual Funds",,01/04/2013,01/04/2014,807,10,2823.0
2175,"Gifts, Gift Baskets",,01/04/2013,01/04/2014,366,10,1731.0
2176,"Car & Motorcycle, Auto/Car Repair","Visitor Host, Member",01/05/2013,01/05/2021,950,10,2561.0
2177,"Alternative Medicine, Nutritionist",,01/05/2013,01/05/2014,859,10,2143.0
2178,"Financial, Retirement Pension Planning",,01/05/2013,01/05/2014,1537,10,2143.0
2179,"Animals, Veterinarian",,01/05/2013,01/05/2015,835,10,1731.0
2180,"Automotive, Automotive Sales",,01/07/2013,01/07/2015,1438,10,1640.0
2181,"Financial, Expense Management Consultant",,01/11/2013,01/11/2014,2466,10,881.0
2182,"Trades, Roofing",,01/12/2013,01/12/2014,2131,10,
2183,"Trades, Electrical Contractor",,01/12/2013,01/12/2014,1741,10,
2184,"Unknown, BNIW_Null",,01/02/2014,01/02/2015,2836,10,566.0
2185,"Photography, Photographer",,01/03/2014,01/03/2016,2556,10,1947.0
2186,"Trades, Electrical Contractor",,01/04/2014,01/04/2015,1259,10,1476.0
2187,"Trades, Handyman",,01/05/2014,01/05/2015,50,10,
2188,"Trades, Painter",,01/06/2014,01/06/2015,188,10,
2189,"Health & Wellness, Fitness Trainer",,01/06/2014,01/06/2015,1574,10,
2190,"Landscaping, Landscaping: Design & Construction",,01/09/2014,01/09/2015,2745,10,835.0
2191,"Consulting, Immigration Consultant",,01/02/2015,01/02/2016,2252,10,
2192,"Food/Beverages, Chef",,01/02/2015,01/02/2016,2302,10,
2193,"Legal, Lawyer: Wills & Estates",,01/05/2015,01/06/2018,136,10,1731.0
2194,"Health & Wellness, Massage Therapist","Mentoring Coordinator, Member",01/07/2015,01/09/2021,130,10,2143.0
2195,"Trades, Roofing",,01/08/2015,01/03/2020,2131,10,
2196,"Insurance, Insurance Broker",,01/08/2015,01/08/2016,169,10,
2197,"Marketing, Market Branding",,01/08/2015,01/08/2016,2029,10,
2198,"Accounting, Accountant",,01/09/2015,01/03/2019,890,10,136.0
2199,"Health & Wellness, Fitness Trainer",,01/11/2015,01/11/2016,170,10,
2200,"Health & Wellness, Fitness Trainer",,01/11/2015,01/11/2016,170,10,
2201,"Mortgage, Residential Mortgage",,01/11/2015,01/11/2019,1798,10,151.0
2202,"Medical, Chiropractor",,01/02/2016,01/02/2018,1379,10,1731.0
2203,"Trades, Painter",,01/02/2016,01/02/2018,1395,10,1798.0
2204,"Insurance, Property & Casualty",,01/02/2016,01/02/2017,437,10,1798.0
2205,"Marketing, Promotional Products",,01/03/2016,01/09/2018,1124,10,1798.0
2206,"Trades, Electrical Contractor",,01/03/2016,01/09/2019,726,10,1731.0
2207,"Legal, Lawyer Real Estate",,01/04/2016,01/10/2019,1217,10,1798.0
2208,"Real estate services, Residential Real Estate Agent","Vice President, Member",01/04/2016,01/04/2021,676,10,1798.0
2209,"Information Technology, Web Design",,01/05/2016,01/05/2020,2679,10,1798.0
2210,"Insurance, Commercial Insurance Broker",,01/05/2016,01/05/2017,1646,10,437.0
2211,"Cleaning, Residential Cleaning",,01/05/2016,01/05/2017,47,10,1798.0
2212,"Information Technology, I.T. Specialist",,01/06/2016,01/06/2017,210,10,
2213,"Employment Activities, Human Resources",Member,01/07/2016,01/01/2022,836,10,136.0
2214,"Legal, Lawyer Family Law",,01/08/2016,01/08/2017,902,10,
2215,"Trades, Plumber",,01/08/2016,01/08/2017,981,10,
2216,"Trades, Flooring Sales & Installation",,01/10/2016,01/10/2018,2109,10,
